sku,category,grossValue,maker,name,quantity,highPrecisionQuantity,branchName
SKU12891,Automotive,133.41,BrandC,Headphones,16,549,Main Warehouse
SKU82972,Electronics,598.81,BrandA,Headphones,17,244,Main Warehouse
SKU81521,Sports,902.51,BrandB,Tablet,51,769,Main Warehouse
SKU82229,Kitchen,195.45,BrandB,Headphones,67,698,South Branch
SKU18769,Electronics,962.45,BrandC,Office Chair,84,969,North Branch
SKU39479,Sports,358.09,BrandE,Gaming Console,14,578,South Branch
SKU48153,Toys,798.06,BrandD,Office Chair,100,154,Main Warehouse
SKU21801,Electronics,748.97,BrandB,Desk Lamp,30,250,South Branch
SKU78371,Sports,925.97,BrandA,Tablet,89,249,Main Warehouse
SKU64781,Electronics,386.88,BrandC,Wireless Earbuds,95,334,Central Depot
SKU44773,Beauty,356.79,BrandE,Laptop,71,986,North Branch
SKU35106,Automotive,807.51,BrandA,Blender,10,98,Secondary Warehouse
SKU14529,Beauty,647.89,BrandD,Tablet,23,296,Central Depot
SKU33605,Toys,713.54,BrandB,Office Chair,7,246,Secondary Warehouse
SKU35318,Toys,960.43,BrandE,Gaming Console,88,162,Main Warehouse
SKU57209,Clothing,883.87,BrandE,Gaming Console,45,900,Secondary Warehouse
SKU98859,Furniture,146.36,BrandB,Headphones,25,465,South Branch
SKU96481,Kitchen,260.11,BrandE,Gaming Console,90,485,South Branch
SKU21623,Clothing,395.98,BrandC,Gaming Console,51,434,Secondary Warehouse
SKU79685,Toys,787.74,BrandD,Office Chair,53,60,Secondary Warehouse
SKU41498,Automotive,407.64,BrandB,Office Chair,78,330,Central Depot
SKU34589,Sports,812.29,BrandB,Running Shoes,22,283,North Branch
SKU51573,Beauty,635.49,BrandB,Laptop,74,318,Central Depot
SKU48481,Furniture,594.87,BrandC,Gaming Console,45,355,Central Depot
SKU75001,Sports,687.67,BrandE,Wireless Earbuds,63,448,Central Depot
SKU36932,Sports,287.94,BrandB,Desk Lamp,7,562,South Branch
SKU76303,Kitchen,32.69,BrandE,Gaming Console,55,479,Main Warehouse
SKU49554,Electronics,546.15,BrandB,Running Shoes,5,980,Secondary Warehouse
SKU87391,Automotive,640.21,BrandA,Wireless Earbuds,10,698,Central Depot
SKU98199,Toys,604.7,BrandA,Desk Lamp,27,530,North Branch
SKU89749,Furniture,775.37,BrandD,Laptop,31,618,Secondary Warehouse
SKU57657,Sports,490,BrandB,Tablet,38,322,North Branch
SKU74709,Automotive,991.99,BrandC,Smartphone,56,798,Central Depot
SKU58920,Beauty,376.02,BrandA,Smartphone,21,293,Central Depot
SKU91986,Beauty,271.69,BrandC,Smartphone,83,713,Central Depot
SKU78821,Toys,749.47,BrandC,Desk Lamp,32,14,Central Depot
SKU98661,Automotive,260.27,BrandD,Running Shoes,70,377,South Branch
SKU62345,Electronics,743.74,BrandA,Headphones,21,435,South Branch
SKU21788,Sports,716.55,BrandE,Desk Lamp,8,549,Secondary Warehouse
SKU13531,Furniture,437.76,BrandB,Headphones,36,533,South Branch
SKU35110,Kitchen,360.18,BrandE,Headphones,8,470,Secondary Warehouse
SKU36466,Furniture,550.35,BrandD,Gaming Console,66,845,Central Depot
SKU73120,Clothing,798.89,BrandD,Smartphone,71,202,Main Warehouse
SKU49092,Toys,90.3,BrandD,Tablet,42,150,Central Depot
SKU40120,Toys,863.89,BrandC,Laptop,97,740,Main Warehouse
SKU16107,Furniture,120.36,BrandE,Laptop,7,41,Secondary Warehouse
SKU24126,Sports,353.34,BrandD,Smartphone,7,236,Main Warehouse
SKU88521,Electronics,458.79,BrandA,Running Shoes,11,637,Central Depot
SKU35334,Beauty,351.32,BrandB,Smartphone,12,723,Main Warehouse
SKU40898,Automotive,196.02,BrandC,Blender,84,249,South Branch
SKU19775,Beauty,643.45,BrandB,Smartphone,77,122,Secondary Warehouse
SKU93880,Kitchen,297.08,BrandB,Laptop,66,820,Central Depot
SKU80106,Furniture,923.78,BrandA,Gaming Console,83,720,Secondary Warehouse
SKU95941,Clothing,800.43,BrandC,Laptop,68,113,North Branch
SKU77414,Sports,796.6,BrandB,Headphones,60,930,Central Depot
SKU21306,Kitchen,134.42,BrandE,Smartphone,70,497,Main Warehouse
SKU18166,Sports,476.5,BrandE,Tablet,54,866,Secondary Warehouse
SKU14750,Toys,93.95,BrandE,Tablet,18,226,North Branch
SKU13008,Kitchen,615.18,BrandD,Smartphone,9,136,North Branch
SKU48619,Electronics,115.7,BrandA,Tablet,62,954,Main Warehouse
SKU77875,Electronics,123.99,BrandE,Desk Lamp,95,487,Main Warehouse
SKU61291,Toys,319.84,BrandC,Laptop,35,525,Main Warehouse
SKU31374,Automotive,984.94,BrandB,Office Chair,55,30,Main Warehouse
SKU67744,Electronics,219.5,BrandB,Wireless Earbuds,50,702,Central Depot
SKU70416,Furniture,481.55,BrandD,Gaming Console,37,291,Secondary Warehouse
SKU77660,Furniture,916.25,BrandD,Tablet,24,4,Main Warehouse
SKU21860,Automotive,242.24,BrandC,Office Chair,58,578,Central Depot
SKU54587,Clothing,486.36,BrandA,Running Shoes,46,20,North Branch
SKU50500,Sports,509.89,BrandE,Smartphone,40,486,North Branch
SKU47709,Furniture,72.61,BrandE,Gaming Console,32,36,Main Warehouse
SKU69210,Sports,555.76,BrandB,Smartphone,99,37,Secondary Warehouse
SKU79657,Clothing,145.52,BrandE,Headphones,93,896,North Branch
SKU21670,Electronics,569.31,BrandB,Smartphone,80,832,Secondary Warehouse
SKU53940,Sports,434.38,BrandC,Smartphone,92,752,Main Warehouse
SKU64514,Kitchen,329.99,BrandE,Wireless Earbuds,75,855,Central Depot
SKU16202,Furniture,150.19,BrandB,Desk Lamp,100,810,North Branch
SKU96794,Clothing,460.46,BrandA,Headphones,12,692,Central Depot
SKU17556,Clothing,237.78,BrandD,Headphones,89,907,Central Depot
SKU12673,Automotive,750.02,BrandB,Wireless Earbuds,81,659,South Branch
SKU54662,Electronics,826.22,BrandC,Wireless Earbuds,87,123,North Branch
SKU27314,Clothing,458.93,BrandE,Tablet,82,419,Central Depot
SKU64019,Clothing,117.7,BrandA,Office Chair,9,669,South Branch
SKU90167,Beauty,249.59,BrandA,Smartphone,95,214,South Branch
SKU75769,Beauty,411.63,BrandB,Gaming Console,5,782,South Branch
SKU33642,Beauty,766.47,BrandD,Laptop,99,849,Main Warehouse
SKU89898,Sports,352.1,BrandA,Headphones,76,735,South Branch
SKU41415,Beauty,860.21,BrandC,Tablet,50,727,Main Warehouse
SKU31271,Automotive,14.64,BrandE,Headphones,54,133,Main Warehouse
SKU40374,Beauty,424.05,BrandC,Running Shoes,56,521,South Branch
SKU86965,Toys,229.64,BrandB,Wireless Earbuds,5,575,South Branch
SKU15764,Furniture,724.04,BrandD,Wireless Earbuds,6,628,Central Depot
SKU61637,Beauty,765.51,BrandB,Running Shoes,17,222,Secondary Warehouse
SKU60685,Kitchen,369.6,BrandE,Laptop,13,983,Central Depot
SKU12330,Kitchen,992.81,BrandE,Running Shoes,97,269,Central Depot
SKU23061,Automotive,25.49,BrandC,Office Chair,25,14,Central Depot
SKU97826,Automotive,705.46,BrandD,Gaming Console,50,658,South Branch
SKU60240,Furniture,467.41,BrandE,Running Shoes,98,915,Central Depot
SKU82967,Kitchen,951.27,BrandB,Office Chair,74,222,South Branch
SKU60098,Automotive,101.99,BrandE,Smartphone,67,4,South Branch
SKU63649,Electronics,339.82,BrandC,Running Shoes,73,539,South Branch
SKU39079,Furniture,607.51,BrandC,Tablet,63,404,Secondary Warehouse
SKU16561,Kitchen,741.19,BrandE,Blender,21,449,North Branch
SKU93517,Toys,482.44,BrandA,Smartphone,81,312,North Branch
SKU54679,Electronics,424.39,BrandC,Blender,10,169,South Branch
SKU56826,Toys,123.88,BrandB,Desk Lamp,5,748,Secondary Warehouse
SKU64286,Sports,739.49,BrandA,Gaming Console,72,915,Secondary Warehouse
SKU89125,Clothing,260.12,BrandD,Blender,85,582,North Branch
SKU93832,Automotive,317.65,BrandC,Tablet,46,746,North Branch
SKU91546,Kitchen,609.45,BrandE,Smartphone,2,352,North Branch
SKU20349,Beauty,529.78,BrandB,Running Shoes,36,766,Secondary Warehouse
SKU42725,Toys,771.18,BrandE,Wireless Earbuds,44,622,Central Depot
SKU89083,Clothing,149.49,BrandD,Tablet,72,380,North Branch
SKU34277,Clothing,772.28,BrandB,Tablet,53,155,Main Warehouse
SKU42882,Clothing,493.22,BrandA,Office Chair,81,624,Secondary Warehouse
SKU29711,Sports,628.2,BrandD,Blender,7,893,Main Warehouse
SKU32037,Beauty,835.26,BrandA,Smartphone,33,695,Secondary Warehouse
SKU22722,Automotive,536.65,BrandC,Office Chair,100,619,Secondary Warehouse
SKU50153,Electronics,638.52,BrandA,Tablet,44,161,South Branch
SKU33991,Beauty,451.36,BrandE,Headphones,82,774,Secondary Warehouse
SKU55315,Automotive,939.35,BrandD,Blender,54,115,Secondary Warehouse
SKU58137,Toys,494.16,BrandC,Running Shoes,78,6,South Branch
SKU53820,Electronics,630.77,BrandB,Desk Lamp,74,609,Main Warehouse
SKU32530,Furniture,368.05,BrandD,Laptop,51,55,Secondary Warehouse
SKU28994,Toys,160.06,BrandB,Headphones,55,249,Main Warehouse
SKU16079,Electronics,955.86,BrandE,Gaming Console,15,751,Central Depot
SKU23279,Automotive,924.72,BrandE,Tablet,65,215,South Branch
SKU27990,Clothing,48.89,BrandA,Laptop,64,710,Secondary Warehouse
SKU44612,Electronics,360.26,BrandA,Office Chair,33,67,North Branch
SKU15795,Automotive,80.78,BrandE,Gaming Console,28,651,North Branch
SKU43264,Kitchen,736.35,BrandB,Gaming Console,17,613,Main Warehouse
SKU12525,Automotive,265.62,BrandE,Office Chair,11,239,Central Depot
SKU76858,Automotive,686.71,BrandC,Desk Lamp,77,57,Central Depot
SKU85146,Electronics,712.65,BrandC,Tablet,36,132,Central Depot
SKU49513,Kitchen,350.53,BrandC,Running Shoes,60,602,Main Warehouse
SKU98789,Beauty,361.96,BrandC,Headphones,73,641,North Branch
SKU85692,Sports,851.86,BrandD,Gaming Console,90,554,Secondary Warehouse
SKU68749,Toys,180.1,BrandA,Office Chair,11,806,North Branch
SKU65594,Toys,684.7,BrandA,Laptop,36,363,Central Depot
SKU50468,Automotive,956.95,BrandA,Gaming Console,35,570,North Branch
SKU96548,Clothing,64.71,BrandB,Headphones,33,83,South Branch
SKU67999,Electronics,235.86,BrandB,Smartphone,4,481,Secondary Warehouse
SKU83817,Kitchen,31.87,BrandA,Gaming Console,5,247,Central Depot
SKU13430,Clothing,675.27,BrandA,Gaming Console,39,354,Central Depot
SKU50352,Kitchen,339.55,BrandB,Office Chair,89,383,Secondary Warehouse
SKU94523,Automotive,112.81,BrandB,Gaming Console,24,235,Central Depot
SKU56805,Sports,600.53,BrandC,Laptop,61,901,Main Warehouse
SKU94697,Beauty,426.73,BrandE,Headphones,97,530,Secondary Warehouse
SKU50465,Sports,325.87,BrandE,Office Chair,26,518,Secondary Warehouse
SKU89609,Toys,200.17,BrandB,Running Shoes,48,946,Central Depot
SKU67748,Automotive,313.76,BrandA,Wireless Earbuds,37,209,Secondary Warehouse
SKU71001,Sports,471.54,BrandB,Headphones,32,1000,Secondary Warehouse
SKU33365,Kitchen,768.27,BrandD,Smartphone,78,963,North Branch
SKU66432,Clothing,224.77,BrandA,Tablet,93,900,South Branch
SKU44000,Furniture,150.7,BrandA,Desk Lamp,6,998,Secondary Warehouse
SKU81583,Kitchen,847.55,BrandD,Smartphone,93,736,Secondary Warehouse
SKU14488,Kitchen,571.48,BrandD,Smartphone,4,158,North Branch
SKU56630,Electronics,510.98,BrandC,Headphones,76,989,Secondary Warehouse
SKU77142,Clothing,935.84,BrandD,Desk Lamp,80,539,South Branch
SKU82430,Sports,48.23,BrandD,Gaming Console,75,410,Secondary Warehouse
SKU36837,Automotive,164.34,BrandC,Headphones,27,647,North Branch
SKU46788,Kitchen,132.43,BrandB,Running Shoes,19,370,Central Depot
SKU95024,Toys,564.62,BrandB,Wireless Earbuds,40,877,South Branch
SKU26809,Kitchen,652.9,BrandA,Running Shoes,91,163,Main Warehouse
SKU89997,Beauty,444.11,BrandE,Headphones,37,329,Main Warehouse
SKU98426,Electronics,897.37,BrandB,Tablet,39,618,Central Depot
SKU26467,Furniture,286.43,BrandA,Running Shoes,8,306,South Branch
SKU47501,Kitchen,564.89,BrandA,Running Shoes,28,44,Central Depot
SKU77687,Beauty,798.61,BrandA,Running Shoes,43,841,North Branch
SKU66288,Sports,503.52,BrandA,Running Shoes,30,484,Central Depot
SKU89597,Automotive,26.15,BrandE,Laptop,9,338,Main Warehouse
SKU86808,Beauty,796.59,BrandD,Tablet,23,19,South Branch
SKU23814,Furniture,665.68,BrandC,Smartphone,99,91,Secondary Warehouse
SKU28602,Beauty,106.37,BrandE,Running Shoes,17,419,Main Warehouse
SKU50864,Toys,126.85,BrandC,Wireless Earbuds,1,633,North Branch
SKU40484,Toys,742.64,BrandB,Smartphone,24,118,Secondary Warehouse
SKU64222,Electronics,581.34,BrandA,Running Shoes,71,392,Main Warehouse
SKU89803,Clothing,323.29,BrandA,Wireless Earbuds,44,608,Central Depot
SKU53247,Beauty,342.94,BrandA,Laptop,6,672,South Branch
SKU66079,Kitchen,273.08,BrandA,Gaming Console,82,295,North Branch
SKU31266,Automotive,265.1,BrandA,Running Shoes,21,347,Secondary Warehouse
SKU43943,Automotive,396.27,BrandC,Headphones,74,108,South Branch
SKU91676,Automotive,851.95,BrandD,Laptop,28,823,Central Depot
SKU87540,Electronics,769.46,BrandD,Headphones,53,964,Secondary Warehouse
SKU83131,Sports,66.31,BrandD,Office Chair,96,24,Central Depot
SKU61634,Furniture,605.99,BrandE,Gaming Console,68,872,North Branch
SKU37398,Toys,160.39,BrandB,Blender,60,719,South Branch
SKU47150,Beauty,336.28,BrandD,Running Shoes,16,788,Central Depot
SKU37048,Toys,820.12,BrandC,Desk Lamp,47,305,Main Warehouse
SKU99003,Sports,329.86,BrandA,Desk Lamp,9,34,Central Depot
SKU56977,Clothing,650.03,BrandA,Blender,9,955,Main Warehouse
SKU83042,Toys,696.22,BrandB,Gaming Console,13,565,Central Depot
SKU58909,Automotive,158.06,BrandD,Wireless Earbuds,77,303,Central Depot
SKU10759,Furniture,208.56,BrandD,Office Chair,55,125,North Branch
SKU82699,Clothing,740.94,BrandE,Headphones,36,439,North Branch
SKU99517,Automotive,181.46,BrandC,Desk Lamp,78,91,Secondary Warehouse
SKU37389,Automotive,345.83,BrandE,Tablet,32,492,Main Warehouse
SKU55428,Kitchen,60.12,BrandE,Wireless Earbuds,49,59,South Branch
SKU24203,Sports,231.3,BrandC,Smartphone,33,319,Secondary Warehouse
SKU79892,Toys,584.06,BrandE,Laptop,45,250,Central Depot
SKU44402,Kitchen,530.29,BrandC,Office Chair,47,634,Central Depot
SKU94714,Electronics,303.96,BrandA,Office Chair,27,215,Secondary Warehouse
SKU15348,Clothing,399.49,BrandC,Wireless Earbuds,42,517,South Branch
SKU25038,Clothing,70.04,BrandB,Office Chair,96,934,North Branch
SKU35256,Electronics,802.71,BrandE,Blender,77,210,Central Depot
SKU42181,Electronics,542.3,BrandB,Smartphone,37,793,South Branch
SKU20768,Beauty,938.14,BrandE,Wireless Earbuds,97,132,Secondary Warehouse
SKU63589,Toys,666.17,BrandE,Smartphone,59,839,North Branch
SKU51379,Automotive,922.49,BrandC,Headphones,43,634,South Branch
SKU16312,Electronics,192.75,BrandC,Headphones,92,885,North Branch
SKU30798,Electronics,676.22,BrandD,Office Chair,32,206,Main Warehouse
SKU52959,Automotive,581.01,BrandC,Tablet,56,790,Secondary Warehouse
SKU29634,Clothing,269.8,BrandB,Gaming Console,73,230,Central Depot
SKU73825,Sports,804,BrandC,Running Shoes,94,112,South Branch
SKU58999,Kitchen,663.24,BrandE,Tablet,53,737,Secondary Warehouse
SKU84857,Clothing,758.04,BrandE,Desk Lamp,7,32,Main Warehouse
SKU31865,Furniture,639.57,BrandA,Smartphone,60,7,Main Warehouse
SKU29282,Electronics,500.93,BrandD,Smartphone,42,521,North Branch
SKU87206,Sports,816.84,BrandC,Tablet,11,749,South Branch
SKU57794,Beauty,344.44,BrandD,Office Chair,25,95,North Branch
SKU99246,Automotive,623.51,BrandA,Desk Lamp,89,766,Main Warehouse
SKU37280,Beauty,265.32,BrandD,Office Chair,11,602,Main Warehouse
SKU75121,Furniture,510.47,BrandD,Tablet,16,303,North Branch
SKU74294,Beauty,175.03,BrandD,Blender,49,711,Main Warehouse
SKU16460,Sports,924.22,BrandB,Wireless Earbuds,2,989,North Branch
SKU24534,Furniture,176.9,BrandE,Headphones,35,620,Main Warehouse
SKU81310,Kitchen,706.68,BrandE,Wireless Earbuds,75,744,Central Depot
SKU11691,Automotive,948.91,BrandE,Smartphone,25,296,Central Depot
SKU52513,Furniture,128.73,BrandA,Wireless Earbuds,89,527,Central Depot
SKU32241,Automotive,985.13,BrandD,Smartphone,16,104,Main Warehouse
SKU17327,Clothing,329.14,BrandC,Gaming Console,47,145,South Branch
SKU51809,Furniture,652.89,BrandC,Gaming Console,76,545,Main Warehouse
SKU97153,Clothing,792.98,BrandC,Laptop,42,496,Main Warehouse
SKU54890,Beauty,188.27,BrandA,Office Chair,50,274,Main Warehouse
SKU46283,Electronics,662.86,BrandC,Laptop,41,255,South Branch
SKU47308,Toys,340.02,BrandA,Wireless Earbuds,78,488,Secondary Warehouse
SKU41935,Toys,833.11,BrandB,Desk Lamp,18,468,Secondary Warehouse
SKU88428,Beauty,133.87,BrandA,Laptop,13,408,South Branch
SKU94746,Kitchen,924.98,BrandD,Laptop,52,23,South Branch
SKU24549,Beauty,242.74,BrandA,Wireless Earbuds,73,249,North Branch
SKU62770,Clothing,371.53,BrandE,Smartphone,74,275,South Branch
SKU51148,Kitchen,694.48,BrandB,Wireless Earbuds,55,182,Central Depot
SKU35910,Furniture,772.58,BrandB,Office Chair,8,31,Central Depot
SKU31618,Sports,25.92,BrandE,Office Chair,33,588,Main Warehouse
SKU40388,Sports,829.31,BrandB,Blender,28,188,South Branch
SKU94962,Toys,586.02,BrandA,Blender,10,75,Central Depot
SKU32107,Beauty,615.13,BrandD,Laptop,84,129,South Branch
SKU78584,Kitchen,989.5,BrandA,Headphones,85,184,Secondary Warehouse
SKU32963,Clothing,573.93,BrandD,Blender,64,648,North Branch
SKU88050,Automotive,797.38,BrandB,Gaming Console,56,936,North Branch
SKU33406,Automotive,781.1,BrandB,Desk Lamp,26,584,North Branch
SKU16638,Sports,684.29,BrandC,Tablet,50,223,North Branch
SKU20051,Furniture,468.71,BrandD,Gaming Console,93,391,Secondary Warehouse
SKU22518,Automotive,529.29,BrandA,Running Shoes,5,178,South Branch
SKU72945,Furniture,656.23,BrandD,Blender,19,464,Central Depot
SKU95098,Toys,237.51,BrandE,Smartphone,18,706,Main Warehouse
SKU17497,Furniture,435.82,BrandC,Tablet,83,770,Secondary Warehouse
SKU53407,Automotive,659.21,BrandD,Gaming Console,70,493,North Branch
SKU85493,Furniture,872.52,BrandD,Office Chair,54,130,Central Depot
SKU52143,Beauty,253.38,BrandE,Desk Lamp,73,989,South Branch
SKU15951,Sports,994.02,BrandE,Blender,29,127,Secondary Warehouse
SKU12248,Beauty,343.83,BrandA,Smartphone,22,37,South Branch
SKU15340,Sports,420.09,BrandA,Running Shoes,91,182,North Branch
SKU57853,Furniture,489.02,BrandD,Gaming Console,31,835,Main Warehouse
SKU15526,Electronics,367.65,BrandC,Blender,79,31,South Branch
SKU24205,Clothing,550.23,BrandB,Office Chair,85,455,Secondary Warehouse
SKU46658,Clothing,454.85,BrandB,Office Chair,8,963,Central Depot
SKU75872,Automotive,762.29,BrandE,Gaming Console,23,161,Main Warehouse
SKU18127,Clothing,114.06,BrandC,Wireless Earbuds,9,113,North Branch
SKU25940,Beauty,411.27,BrandD,Tablet,12,748,North Branch
SKU17488,Automotive,280.7,BrandA,Gaming Console,23,996,North Branch
SKU32829,Beauty,620.63,BrandA,Running Shoes,84,292,North Branch
SKU19379,Automotive,142.13,BrandA,Office Chair,22,575,Secondary Warehouse
SKU87002,Electronics,554.45,BrandA,Desk Lamp,58,364,Central Depot
SKU17572,Automotive,151.56,BrandC,Blender,90,208,Main Warehouse
SKU90911,Toys,446.87,BrandE,Desk Lamp,2,22,Central Depot
SKU87074,Automotive,427.17,BrandA,Blender,59,41,South Branch
SKU72694,Automotive,73.12,BrandC,Smartphone,79,234,South Branch
SKU47687,Beauty,52.76,BrandC,Tablet,100,349,South Branch
SKU10209,Kitchen,503.29,BrandB,Desk Lamp,76,734,Main Warehouse
SKU37655,Automotive,675.47,BrandD,Tablet,96,49,Secondary Warehouse
SKU41823,Sports,629.15,BrandA,Smartphone,6,796,North Branch
SKU72831,Beauty,768.86,BrandC,Gaming Console,70,69,North Branch
SKU12749,Electronics,54.19,BrandD,Desk Lamp,27,735,North Branch
SKU19632,Kitchen,725.76,BrandB,Gaming Console,9,5,Secondary Warehouse
SKU73845,Toys,573.71,BrandA,Smartphone,95,978,Main Warehouse
SKU71451,Beauty,431.2,BrandE,Headphones,20,191,North Branch
SKU22785,Kitchen,303.59,BrandE,Wireless Earbuds,72,48,South Branch
SKU73011,Automotive,50.28,BrandE,Desk Lamp,97,763,North Branch
SKU48013,Furniture,286.37,BrandA,Wireless Earbuds,33,573,Secondary Warehouse
SKU68191,Furniture,424.78,BrandC,Office Chair,65,152,Secondary Warehouse
SKU68847,Clothing,50.08,BrandE,Office Chair,66,704,Secondary Warehouse
SKU53782,Furniture,747.14,BrandD,Wireless Earbuds,71,256,South Branch
SKU33994,Automotive,98.86,BrandC,Blender,32,500,Central Depot
SKU28023,Electronics,95.42,BrandE,Smartphone,88,631,North Branch
SKU22350,Sports,610.52,BrandD,Office Chair,19,659,Main Warehouse
SKU13621,Automotive,225.34,BrandD,Smartphone,7,744,Main Warehouse
SKU20406,Sports,565.09,BrandB,Desk Lamp,60,398,Secondary Warehouse
SKU52709,Beauty,920.67,BrandB,Tablet,32,974,Central Depot
SKU36357,Sports,71.22,BrandC,Smartphone,29,126,South Branch
SKU45810,Automotive,347.84,BrandB,Gaming Console,80,857,North Branch
SKU41658,Automotive,180.72,BrandA,Gaming Console,63,907,Main Warehouse
SKU71925,Beauty,486.52,BrandB,Blender,74,392,Central Depot
SKU31270,Toys,549.66,BrandE,Headphones,46,551,North Branch
SKU58856,Beauty,176.22,BrandD,Blender,2,245,Secondary Warehouse
SKU75556,Clothing,339.31,BrandB,Tablet,30,417,Main Warehouse
SKU46057,Furniture,66.57,BrandC,Running Shoes,53,813,South Branch
SKU89629,Furniture,474.79,BrandA,Running Shoes,45,928,Secondary Warehouse
SKU84725,Sports,646.95,BrandC,Gaming Console,73,714,Secondary Warehouse
SKU23272,Kitchen,889.81,BrandA,Running Shoes,90,737,Secondary Warehouse
