id,key,value
945,SpecialOffer,WinterSale2024
946,MembershipLevel,Platinum
947,PriorityCustomer,Yes
948,DiscountApplied,40%
949,PriorityCustomer,Yes
950,DiscountApplied,30%
951,PriorityCustomer,No
952,MembershipLevel,Gold
953,SpecialOffer,SpringSale2024
954,PriorityCustomer,Yes
955,PriorityCustomer,Yes
956,SpecialOffer,HolidaySale2024
957,SpecialOffer,WinterSale2024
958,MembershipLevel,Bronze
959,PriorityCustomer,No
960,PriorityCustomer,Yes
961,DiscountApplied,30%
962,MembershipLevel,Gold
963,SpecialOffer,SummerSale2024
964,DiscountApplied,20%
965,DiscountApplied,20%
966,SpecialOffer,WinterSale2024
967,MembershipLevel,Silver
968,PriorityCustomer,Yes
969,MembershipLevel,Gold
970,SpecialOffer,HolidaySale2024
971,PriorityCustomer,No
972,MembershipLevel,Bronze
973,DiscountApplied,30%
974,DiscountApplied,10%
975,PriorityCustomer,No
976,SpecialOffer,HolidaySale2024
977,SpecialOffer,HolidaySale2024
978,PriorityCustomer,Yes
979,MembershipLevel,Bronze
980,SpecialOffer,SummerSale2024
981,SpecialOffer,SpringSale2024
982,DiscountApplied,20%
983,PriorityCustomer,No
984,MembershipLevel,Gold
985,MembershipLevel,Platinum
986,DiscountApplied,10%
987,PriorityCustomer,No
988,SpecialOffer,HolidaySale2024
989,MembershipLevel,Gold
990,SpecialOffer,WinterSale2024
991,SpecialOffer,HolidaySale2024
992,DiscountApplied,10%
993,PriorityCustomer,Yes
994,MembershipLevel,Bronze
995,MembershipLevel,Bronze
996,PriorityCustomer,Yes
997,PriorityCustomer,No
998,PriorityCustomer,Yes
999,MembershipLevel,Bronze
1000,SpecialOffer,WinterSale2024
1001,SpecialOffer,SummerSale2024
1002,DiscountApplied,30%
1003,SpecialOffer,SummerSale2024
1004,PriorityCustomer,No
1005,PriorityCustomer,No
1006,DiscountApplied,10%
1007,MembershipLevel,Bronze
1008,MembershipLevel,Gold
1009,DiscountApplied,10%
1010,SpecialOffer,HolidaySale2024
1011,PriorityCustomer,Yes
1012,DiscountApplied,30%
1013,PriorityCustomer,Yes
1014,PriorityCustomer,Yes
1015,MembershipLevel,Silver
1016,PriorityCustomer,No
1017,DiscountApplied,40%
1018,SpecialOffer,SpringSale2024
1019,SpecialOffer,SummerSale2024
1020,PriorityCustomer,Yes
1021,DiscountApplied,10%
1022,DiscountApplied,40%
1023,SpecialOffer,SpringSale2024
1024,SpecialOffer,SpringSale2024
1025,MembershipLevel,Gold
1026,SpecialOffer,WinterSale2024
1027,DiscountApplied,10%
1028,PriorityCustomer,No
1029,SpecialOffer,SummerSale2024
1030,SpecialOffer,WinterSale2024
1031,DiscountApplied,10%
1032,MembershipLevel,Gold
1033,PriorityCustomer,Yes
1034,SpecialOffer,WinterSale2024
1035,PriorityCustomer,No
1036,DiscountApplied,20%
1037,SpecialOffer,SpringSale2024
1038,PriorityCustomer,Yes
1039,SpecialOffer,SpringSale2024
1040,MembershipLevel,Platinum
1041,DiscountApplied,40%
1042,PriorityCustomer,Yes
1043,SpecialOffer,HolidaySale2024
1044,SpecialOffer,WinterSale2024
1045,MembershipLevel,Bronze
1046,DiscountApplied,20%
1047,SpecialOffer,WinterSale2024
1048,MembershipLevel,Platinum
1049,DiscountApplied,30%
1050,MembershipLevel,Gold
1051,PriorityCustomer,Yes
1052,DiscountApplied,30%
1053,DiscountApplied,20%
1054,MembershipLevel,Platinum
1055,SpecialOffer,SummerSale2024
1056,SpecialOffer,WinterSale2024
1057,PriorityCustomer,No
1058,SpecialOffer,WinterSale2024
1059,MembershipLevel,Gold
1060,DiscountApplied,20%
1061,MembershipLevel,Platinum
1062,PriorityCustomer,No
1063,DiscountApplied,20%
1064,SpecialOffer,WinterSale2024
1065,PriorityCustomer,Yes
1066,DiscountApplied,30%
1067,DiscountApplied,40%
1068,PriorityCustomer,Yes
1069,MembershipLevel,Bronze
1070,PriorityCustomer,Yes
1071,PriorityCustomer,No
1072,PriorityCustomer,No
1073,PriorityCustomer,Yes
1074,SpecialOffer,SpringSale2024
1075,DiscountApplied,10%
1076,DiscountApplied,30%
1077,SpecialOffer,SpringSale2024
1078,SpecialOffer,SpringSale2024
1079,SpecialOffer,HolidaySale2024
1080,MembershipLevel,Silver
1081,DiscountApplied,20%
1082,DiscountApplied,30%
1083,PriorityCustomer,Yes
1084,DiscountApplied,30%
1085,SpecialOffer,SummerSale2024
1086,MembershipLevel,Bronze
1087,DiscountApplied,10%
1088,SpecialOffer,HolidaySale2024
1089,DiscountApplied,30%
1090,MembershipLevel,Silver
1091,SpecialOffer,HolidaySale2024
1092,SpecialOffer,HolidaySale2024
1093,DiscountApplied,30%
1094,SpecialOffer,SpringSale2024
1095,PriorityCustomer,No
1096,MembershipLevel,Platinum
1097,DiscountApplied,10%
1098,DiscountApplied,40%
1099,MembershipLevel,Platinum
1100,DiscountApplied,30%
1101,DiscountApplied,10%
1102,PriorityCustomer,No
1103,DiscountApplied,30%
1104,DiscountApplied,10%
1105,MembershipLevel,Bronze
1106,SpecialOffer,WinterSale2024
1107,DiscountApplied,40%
1108,SpecialOffer,WinterSale2024
1109,PriorityCustomer,Yes
1110,SpecialOffer,WinterSale2024
1111,PriorityCustomer,No
1112,MembershipLevel,Bronze
1113,MembershipLevel,Gold
1114,SpecialOffer,WinterSale2024
1115,SpecialOffer,HolidaySale2024
1116,MembershipLevel,Silver
1117,DiscountApplied,30%
1118,PriorityCustomer,Yes
1119,PriorityCustomer,Yes
1120,MembershipLevel,Silver
1121,DiscountApplied,20%
1122,MembershipLevel,Platinum
1123,DiscountApplied,30%
1124,PriorityCustomer,No
1125,DiscountApplied,20%
1126,DiscountApplied,10%
1127,DiscountApplied,10%
1128,PriorityCustomer,Yes
1129,PriorityCustomer,Yes
1130,SpecialOffer,SpringSale2024
1131,DiscountApplied,30%
1132,PriorityCustomer,No
1133,MembershipLevel,Platinum
1134,MembershipLevel,Gold
1135,MembershipLevel,Silver
1136,MembershipLevel,Gold
1137,PriorityCustomer,Yes
1138,DiscountApplied,20%
1139,MembershipLevel,Bronze
1140,DiscountApplied,20%
1141,PriorityCustomer,Yes
1142,DiscountApplied,20%
1143,DiscountApplied,30%
1144,MembershipLevel,Platinum
1145,PriorityCustomer,No
1146,DiscountApplied,30%
1147,DiscountApplied,40%
1148,PriorityCustomer,Yes
1149,SpecialOffer,WinterSale2024
1150,PriorityCustomer,Yes
1151,SpecialOffer,SpringSale2024
1152,PriorityCustomer,No
1153,SpecialOffer,SummerSale2024
1154,DiscountApplied,30%
1155,SpecialOffer,SummerSale2024
1156,MembershipLevel,Gold
1157,MembershipLevel,Bronze
1158,PriorityCustomer,Yes
1159,MembershipLevel,Bronze
1160,SpecialOffer,SpringSale2024
1161,MembershipLevel,Platinum
1162,PriorityCustomer,Yes
1163,SpecialOffer,SummerSale2024
1164,MembershipLevel,Silver
1165,MembershipLevel,Platinum
1166,PriorityCustomer,No
1167,MembershipLevel,Gold
1168,SpecialOffer,SummerSale2024
1169,MembershipLevel,Platinum
1170,DiscountApplied,20%
1171,MembershipLevel,Bronze
1172,MembershipLevel,Platinum
1173,DiscountApplied,40%
1174,SpecialOffer,HolidaySale2024
1175,MembershipLevel,Gold
1176,PriorityCustomer,Yes
1177,MembershipLevel,Platinum
1178,MembershipLevel,Bronze
1179,MembershipLevel,Gold
1180,DiscountApplied,10%
1181,MembershipLevel,Platinum
1182,PriorityCustomer,Yes
1183,MembershipLevel,Gold
1184,PriorityCustomer,No
1185,DiscountApplied,20%
1186,DiscountApplied,20%
1187,SpecialOffer,SpringSale2024
1188,DiscountApplied,10%
1189,MembershipLevel,Bronze
1190,PriorityCustomer,No
1191,MembershipLevel,Gold
1192,SpecialOffer,SummerSale2024
1193,SpecialOffer,SpringSale2024
1194,PriorityCustomer,No
1195,DiscountApplied,10%
1196,PriorityCustomer,Yes
1197,SpecialOffer,HolidaySale2024
1198,SpecialOffer,SummerSale2024
1199,PriorityCustomer,No
1200,PriorityCustomer,No
1201,PriorityCustomer,No
1202,MembershipLevel,Silver
1203,MembershipLevel,Silver
1204,MembershipLevel,Silver
1205,PriorityCustomer,Yes
1206,PriorityCustomer,No
1207,DiscountApplied,20%
1208,DiscountApplied,40%
1209,DiscountApplied,40%
1210,DiscountApplied,20%
1211,PriorityCustomer,No
1212,SpecialOffer,SpringSale2024
1213,DiscountApplied,20%
1214,PriorityCustomer,Yes
1215,MembershipLevel,Silver
1216,PriorityCustomer,No
1217,DiscountApplied,20%
1218,DiscountApplied,40%
1219,DiscountApplied,20%
1220,PriorityCustomer,Yes
1221,MembershipLevel,Bronze
1222,DiscountApplied,40%
1223,DiscountApplied,40%
1224,DiscountApplied,40%
1225,DiscountApplied,40%
1226,MembershipLevel,Platinum
1227,MembershipLevel,Gold
1228,PriorityCustomer,Yes
1229,MembershipLevel,Platinum
1230,PriorityCustomer,Yes
1231,SpecialOffer,HolidaySale2024
1232,DiscountApplied,40%
1233,MembershipLevel,Silver
1234,MembershipLevel,Silver
1235,DiscountApplied,10%
1236,PriorityCustomer,Yes
1237,PriorityCustomer,No
1238,DiscountApplied,20%
1239,DiscountApplied,20%
1240,MembershipLevel,Platinum
1241,PriorityCustomer,No
1242,PriorityCustomer,No
1243,MembershipLevel,Silver
1244,MembershipLevel,Bronze
1245,SpecialOffer,HolidaySale2024
1246,PriorityCustomer,Yes
1247,SpecialOffer,WinterSale2024
1248,DiscountApplied,20%
1249,SpecialOffer,SpringSale2024
1250,SpecialOffer,SummerSale2024
1251,PriorityCustomer,Yes
1252,MembershipLevel,Bronze
1253,SpecialOffer,SummerSale2024
1254,PriorityCustomer,Yes
1255,MembershipLevel,Gold
1256,SpecialOffer,WinterSale2024
1257,DiscountApplied,30%
1258,DiscountApplied,30%
1259,MembershipLevel,Silver
1260,MembershipLevel,Bronze
1261,SpecialOffer,SummerSale2024
1262,SpecialOffer,HolidaySale2024
1263,SpecialOffer,HolidaySale2024
1264,MembershipLevel,Bronze
1265,SpecialOffer,SummerSale2024
1266,SpecialOffer,SpringSale2024
1267,DiscountApplied,40%
1268,MembershipLevel,Platinum
1269,DiscountApplied,30%
1270,SpecialOffer,SpringSale2024
1271,SpecialOffer,HolidaySale2024
1272,SpecialOffer,SummerSale2024
1273,SpecialOffer,SummerSale2024
1274,MembershipLevel,Gold
1275,MembershipLevel,Gold
1276,PriorityCustomer,Yes
1277,DiscountApplied,40%
1278,PriorityCustomer,Yes
1279,MembershipLevel,Silver
1280,MembershipLevel,Platinum
1281,DiscountApplied,30%
1282,PriorityCustomer,No
1283,DiscountApplied,40%
1284,MembershipLevel,Silver
1285,MembershipLevel,Bronze
1286,MembershipLevel,Platinum
1287,SpecialOffer,WinterSale2024
1288,DiscountApplied,40%
1289,PriorityCustomer,Yes
1290,PriorityCustomer,No
1291,MembershipLevel,Silver
1292,MembershipLevel,Gold
1293,SpecialOffer,WinterSale2024
1294,DiscountApplied,40%
1295,SpecialOffer,WinterSale2024
1296,PriorityCustomer,Yes
1297,SpecialOffer,WinterSale2024
1298,MembershipLevel,Gold
1299,DiscountApplied,30%
1300,SpecialOffer,WinterSale2024
1301,SpecialOffer,HolidaySale2024
1302,MembershipLevel,Platinum
1303,MembershipLevel,Silver
1304,DiscountApplied,30%
1305,PriorityCustomer,No
1306,PriorityCustomer,No
1307,MembershipLevel,Silver
1308,PriorityCustomer,No
1309,MembershipLevel,Platinum
1310,PriorityCustomer,Yes
1311,DiscountApplied,30%
1312,DiscountApplied,40%
1313,MembershipLevel,Silver
1314,DiscountApplied,20%
1315,SpecialOffer,WinterSale2024
1316,PriorityCustomer,No
1317,PriorityCustomer,Yes
1318,SpecialOffer,SummerSale2024
1319,MembershipLevel,Gold
1320,DiscountApplied,30%
1321,MembershipLevel,Platinum
1322,MembershipLevel,Bronze
1323,DiscountApplied,30%
1324,DiscountApplied,10%
1325,SpecialOffer,HolidaySale2024
1326,SpecialOffer,WinterSale2024
1327,DiscountApplied,40%
1328,MembershipLevel,Bronze
1329,PriorityCustomer,Yes
1330,DiscountApplied,40%
1331,SpecialOffer,HolidaySale2024
1332,MembershipLevel,Silver
1333,DiscountApplied,30%
1334,MembershipLevel,Silver
1335,MembershipLevel,Platinum
1336,SpecialOffer,WinterSale2024
1337,DiscountApplied,40%
1338,MembershipLevel,Gold
1339,SpecialOffer,HolidaySale2024
1340,PriorityCustomer,No
1341,MembershipLevel,Platinum
1342,MembershipLevel,Silver
1343,DiscountApplied,30%
1344,PriorityCustomer,Yes
1345,SpecialOffer,WinterSale2024
1346,MembershipLevel,Bronze
1347,DiscountApplied,30%
1348,MembershipLevel,Platinum
1349,SpecialOffer,SummerSale2024
1350,MembershipLevel,Bronze
1351,SpecialOffer,HolidaySale2024
1352,MembershipLevel,Bronze
1353,MembershipLevel,Bronze
1354,SpecialOffer,HolidaySale2024
1355,PriorityCustomer,Yes
1356,PriorityCustomer,No
1357,SpecialOffer,SummerSale2024
1358,MembershipLevel,Gold
1359,DiscountApplied,40%
1360,SpecialOffer,SpringSale2024
1361,DiscountApplied,10%
1362,PriorityCustomer,No
1363,SpecialOffer,WinterSale2024
1364,MembershipLevel,Bronze
1365,DiscountApplied,30%
1366,SpecialOffer,HolidaySale2024
1367,SpecialOffer,WinterSale2024
1368,SpecialOffer,SummerSale2024
1369,SpecialOffer,WinterSale2024
1370,MembershipLevel,Bronze
1371,DiscountApplied,30%
1372,MembershipLevel,Gold
1373,SpecialOffer,SpringSale2024
1374,PriorityCustomer,Yes
1375,DiscountApplied,30%
1376,PriorityCustomer,No
1377,PriorityCustomer,No
1378,DiscountApplied,10%
1379,PriorityCustomer,Yes
1380,MembershipLevel,Silver
1381,MembershipLevel,Gold
1382,MembershipLevel,Silver
1383,MembershipLevel,Silver
1384,SpecialOffer,SpringSale2024
1385,SpecialOffer,SpringSale2024
1386,DiscountApplied,40%
1387,DiscountApplied,10%
1388,PriorityCustomer,No
1389,DiscountApplied,10%
1390,DiscountApplied,10%
1391,DiscountApplied,10%
1392,SpecialOffer,WinterSale2024
1393,DiscountApplied,20%
1394,PriorityCustomer,No
1395,PriorityCustomer,Yes
1396,SpecialOffer,WinterSale2024
1397,PriorityCustomer,Yes
1398,SpecialOffer,SummerSale2024
1399,MembershipLevel,Silver
1400,PriorityCustomer,Yes
1401,SpecialOffer,SpringSale2024
1402,MembershipLevel,Bronze
1403,PriorityCustomer,No
1404,PriorityCustomer,Yes
1405,DiscountApplied,10%
1406,DiscountApplied,40%
1407,MembershipLevel,Gold
1408,PriorityCustomer,No
1409,MembershipLevel,Silver
1410,DiscountApplied,20%
1411,PriorityCustomer,No
1412,PriorityCustomer,No
1413,MembershipLevel,Platinum
1414,DiscountApplied,40%
1415,SpecialOffer,SpringSale2024
1416,DiscountApplied,10%
1417,DiscountApplied,20%
1418,DiscountApplied,40%
1419,MembershipLevel,Silver
1420,MembershipLevel,Silver
1421,MembershipLevel,Platinum
1422,MembershipLevel,Platinum
1423,MembershipLevel,Platinum
1424,DiscountApplied,40%
1425,DiscountApplied,30%
1426,SpecialOffer,SummerSale2024
1427,PriorityCustomer,No
1428,PriorityCustomer,No
1429,DiscountApplied,40%
1430,PriorityCustomer,Yes
1431,PriorityCustomer,No
1432,SpecialOffer,SpringSale2024
1433,SpecialOffer,SpringSale2024
1434,MembershipLevel,Platinum
1435,DiscountApplied,10%
1436,SpecialOffer,WinterSale2024
1437,PriorityCustomer,Yes
1438,DiscountApplied,10%
1439,PriorityCustomer,No
1440,SpecialOffer,SpringSale2024
1441,DiscountApplied,20%
1442,DiscountApplied,20%
1443,PriorityCustomer,No
1444,MembershipLevel,Bronze
1445,DiscountApplied,40%
1446,SpecialOffer,SpringSale2024
1447,SpecialOffer,HolidaySale2024
1448,MembershipLevel,Gold
1449,MembershipLevel,Platinum
1450,PriorityCustomer,Yes
1451,MembershipLevel,Platinum
1452,SpecialOffer,SummerSale2024
1453,PriorityCustomer,No
1454,MembershipLevel,Silver
1455,MembershipLevel,Silver
1456,DiscountApplied,40%
1457,MembershipLevel,Bronze
1458,SpecialOffer,WinterSale2024
1459,MembershipLevel,Silver
1460,SpecialOffer,SummerSale2024
1461,MembershipLevel,Platinum
1462,DiscountApplied,10%
1463,DiscountApplied,20%
1464,SpecialOffer,SummerSale2024
1465,PriorityCustomer,No
1466,MembershipLevel,Silver
1467,DiscountApplied,20%
1468,DiscountApplied,40%
1469,DiscountApplied,30%
1470,DiscountApplied,10%
1471,SpecialOffer,WinterSale2024
1472,MembershipLevel,Gold
1473,PriorityCustomer,Yes
1474,PriorityCustomer,Yes
1475,PriorityCustomer,No
1476,SpecialOffer,WinterSale2024
1477,SpecialOffer,SummerSale2024
1478,DiscountApplied,30%
1479,SpecialOffer,WinterSale2024
1480,SpecialOffer,SummerSale2024
1481,MembershipLevel,Platinum
1482,DiscountApplied,20%
1483,MembershipLevel,Bronze
1484,MembershipLevel,Gold
1485,PriorityCustomer,Yes
1486,DiscountApplied,10%
1487,PriorityCustomer,No
1488,DiscountApplied,40%
1489,PriorityCustomer,Yes
1490,SpecialOffer,SummerSale2024
1491,SpecialOffer,HolidaySale2024
1492,PriorityCustomer,Yes
1493,PriorityCustomer,Yes
1494,DiscountApplied,10%
1495,SpecialOffer,SpringSale2024
1496,DiscountApplied,40%
1497,PriorityCustomer,Yes
1498,DiscountApplied,20%
1499,SpecialOffer,SummerSale2024
1500,SpecialOffer,SpringSale2024
1501,PriorityCustomer,Yes
1502,PriorityCustomer,Yes
1503,SpecialOffer,WinterSale2024
1504,SpecialOffer,SummerSale2024
1505,SpecialOffer,WinterSale2024
1506,PriorityCustomer,No
1507,MembershipLevel,Silver
1508,MembershipLevel,Gold
1509,DiscountApplied,10%
1510,MembershipLevel,Platinum
1511,MembershipLevel,Bronze
1512,MembershipLevel,Silver
1513,MembershipLevel,Bronze
1514,SpecialOffer,SummerSale2024
1515,PriorityCustomer,No
1516,SpecialOffer,SummerSale2024
1517,SpecialOffer,WinterSale2024
1518,PriorityCustomer,No
1519,MembershipLevel,Silver
1520,PriorityCustomer,No
1521,SpecialOffer,HolidaySale2024
1522,DiscountApplied,10%
1523,SpecialOffer,SpringSale2024
1524,MembershipLevel,Platinum
1525,PriorityCustomer,No
1526,MembershipLevel,Silver
1527,SpecialOffer,SummerSale2024
1528,MembershipLevel,Gold
1529,MembershipLevel,Platinum
1530,MembershipLevel,Platinum
1531,MembershipLevel,Platinum
1532,DiscountApplied,40%
1533,DiscountApplied,10%
1534,DiscountApplied,20%
1535,SpecialOffer,SpringSale2024
1536,SpecialOffer,SpringSale2024
1537,MembershipLevel,Bronze
1538,DiscountApplied,30%
1539,SpecialOffer,HolidaySale2024
1540,SpecialOffer,SpringSale2024
1541,DiscountApplied,40%
1542,DiscountApplied,30%
1543,SpecialOffer,SpringSale2024
1544,PriorityCustomer,Yes
1545,SpecialOffer,HolidaySale2024
1546,SpecialOffer,HolidaySale2024
1547,MembershipLevel,Platinum
1548,MembershipLevel,Bronze
1549,PriorityCustomer,No
1550,SpecialOffer,WinterSale2024
1551,SpecialOffer,SummerSale2024
1552,SpecialOffer,SpringSale2024
1553,DiscountApplied,30%
1554,MembershipLevel,Bronze
1555,SpecialOffer,SummerSale2024
1556,PriorityCustomer,Yes
1557,SpecialOffer,HolidaySale2024
1558,DiscountApplied,20%
1559,SpecialOffer,SummerSale2024
1560,DiscountApplied,40%
1561,SpecialOffer,WinterSale2024
1562,DiscountApplied,10%
1563,SpecialOffer,SummerSale2024
1564,PriorityCustomer,No
1565,DiscountApplied,30%
1566,SpecialOffer,SummerSale2024
1567,PriorityCustomer,No
1568,DiscountApplied,40%
1569,PriorityCustomer,No
1570,DiscountApplied,20%
1571,MembershipLevel,Silver
1572,MembershipLevel,Silver
1573,MembershipLevel,Platinum
1574,DiscountApplied,20%
1575,MembershipLevel,Platinum
1576,PriorityCustomer,Yes
1577,SpecialOffer,HolidaySale2024
1578,PriorityCustomer,No
1579,MembershipLevel,Platinum
1580,PriorityCustomer,Yes
1581,PriorityCustomer,No
1582,MembershipLevel,Bronze
1583,PriorityCustomer,No
1584,DiscountApplied,30%
1585,DiscountApplied,30%
1586,MembershipLevel,Gold
1587,MembershipLevel,Bronze
1588,PriorityCustomer,Yes
1589,MembershipLevel,Silver
1590,MembershipLevel,Platinum
1591,SpecialOffer,SummerSale2024
1592,SpecialOffer,SummerSale2024
1593,MembershipLevel,Platinum
1594,MembershipLevel,Gold
1595,MembershipLevel,Silver
1596,PriorityCustomer,No
1597,SpecialOffer,SummerSale2024
1598,PriorityCustomer,Yes
1599,PriorityCustomer,No
1600,DiscountApplied,20%
